Wall time,Step,Value
1502646340.637274,173461,3.5619895458221436
1502646889.864575,173650,3.3668243885040283
1502648876.283952,174319,3.9374654293060303
1502649572.564139,174552,3.6290223598480225
1502650948.061225,175015,3.756746530532837
1502651124.316647,175075,3.497530937194824
1502651454.105518,175178,3.2665584087371826
1502651767.868404,175283,3.2998664379119873
1502652302.414828,175456,3.63039231300354
1502653924.58923,175986,3.1843912601470947
1502654519.876493,176188,3.348357677459717
1502654564.023239,176203,3.681037664413452
1502655414.950123,176488,3.5623767375946045
1502656911.441565,176990,2.6597723960876465
1502658767.924226,177590,3.061964511871338
1502659036.224321,177682,3.3654165267944336
1502659401.195534,177808,2.9237613677978516
1502660251.932943,178097,3.2748913764953613
1502661663.149663,178566,3.506009578704834
1502661679.705257,178572,3.4112606048583984
1502661784.326231,178606,3.941133975982666
1502662191.611505,178736,3.523984432220459
1502663296.285236,179101,3.322556972503662
1502664280.950663,179412,3.4930248260498047
1502664792.734074,179585,3.756192207336426
1502665664.039414,179871,3.3622219562530518
1502666711.640148,180220,3.443023681640625
1502666813.319525,180250,3.0909523963928223
1502667593.957562,180509,3.2698898315429688
1502668927.463962,180954,3.6038880348205566
1502668938.785576,180958,3.4471352100372314
1502669107.912368,181013,3.1988229751586914
1502669588.94814,181172,3.5802202224731445
1502669993.050913,181306,3.584071636199951
1502670172.868463,181368,3.544914960861206
1502670690.659331,181541,3.5272579193115234
1502672082.466635,181992,3.592073917388916
1502673361.379079,182407,3.538914680480957
1502674381.402037,182740,3.6528701782226562
1502674535.042683,182794,3.889328956604004
1502674692.571875,182849,3.3610894680023193
1502674705.972111,182854,3.5333337783813477
1502675537.675827,183129,3.6320419311523438
1502675680.639394,183176,3.2524845600128174
1502675686.861285,183178,3.6365015506744385
1502676356.858471,183391,3.6074793338775635
1502676700.975417,183503,3.441594123840332
1502677662.134753,183826,3.4535365104675293
1502678359.589262,184054,3.9180917739868164
1502680517.035443,184630,3.1321539878845215
1502681810.403886,184943,2.9798338413238525
1502684089.956576,185500,2.6120574474334717
1502685637.656596,185890,3.4834535121917725
1502686527.366791,186117,2.8776140213012695
1502686576.063794,186130,3.56443452835083
1502687402.418231,186340,2.845729351043701
1502687727.825406,186422,3.2947773933410645
1502688315.421608,186573,2.8594934940338135
1502688425.884712,186601,3.453422784805298
1502689264.109642,186810,3.0438601970672607
1502689701.673155,186919,3.0464470386505127
1502689936.755932,186975,3.448582172393799
1502690137.404365,187025,2.927539587020874
1502691976.182519,187485,3.262421131134033
1502692288.965925,187559,3.0166938304901123
1502693380.72556,187828,3.1961700916290283
1502693560.191544,187874,3.181910991668701
1502693889.616637,187955,3.232314109802246
1502695121.946487,188261,3.2993454933166504
1502698625.316924,189116,3.61197829246521
1502698713.529454,189137,2.752173900604248
1502698741.289274,189144,3.4992542266845703
1502698830.529105,189167,3.196472644805908
1502698990.153446,189207,2.8864455223083496
1502700636.125308,189609,3.34049654006958
1502701500.645498,189818,2.7521257400512695
1502703160.538102,190223,3.011884927749634
1502703589.237982,190327,2.099086284637451
1502710902.602596,192100,3.1669037342071533
1502715555.46338,193218,2.8405983448028564
1502716271.8423,193391,2.502711772918701
1502717204.958666,193617,2.886277198791504
1502720230.331966,194351,3.1891870498657227
1502720874.471281,194506,3.135875701904297
1502722241.304095,194842,3.2654974460601807
1502723580.113117,195167,3.266822338104248
1502723637.732936,195182,3.2632274627685547
1502724058.924777,195285,3.1381311416625977
1502724527.537391,195398,3.179462432861328
1502724960.037803,195504,2.8678805828094482
1502728526.460927,196381,3.3287460803985596
1502729463.560687,196611,2.989753246307373
1502729671.786356,196661,3.236283302307129
1502730606.903607,196890,3.021533489227295
1502731126.066599,197013,2.689506769180298
1502733883.577376,197791,3.1618683338165283
1502734302.902979,198077,2.648426055908203
1502734618.485171,198286,3.009305477142334
1502735285.499966,198727,2.601339817047119
1502735291.304891,198731,3.019444465637207
1502735882.66185,199135,3.0123331546783447
1502735922.450078,199163,2.9669389724731445
1502736457.38478,199538,3.013714075088501
1502736461.918584,199541,3.082444190979004
1502737010.392116,199924,2.867356777191162
1502737243.331182,200087,3.285719871520996
1502737324.573539,200142,2.6802282333374023
1502738240.508194,200784,2.8264784812927246
1502738944.357119,201277,3.121258020401001
1502739492.527378,201661,2.724670886993408
1502739684.71447,201796,3.0696449279785156
1502740289.219293,202219,2.7418336868286133
1502740457.69849,202338,3.032682418823242
1502740816.678964,202589,3.211207866668701
1502741182.266786,202845,3.191239833831787
1502741554.941891,203107,2.6876654624938965
1502742838.397161,204006,2.8795981407165527
1502743720.095245,204629,3.3601479530334473
1502743946.080095,204788,2.95259428024292
1502744486.45584,205169,2.8524842262268066
1502744685.610169,205308,2.93255615234375
1502744877.933976,205445,3.201561689376831
1502745645.989282,205986,3.1937685012817383
1502746255.808362,206414,2.7766075134277344
1502746983.47705,206926,2.9812088012695312
1502747777.863629,207485,3.5876784324645996
1502748065.22887,207687,2.851276397705078
1502748170.296722,207761,2.2886786460876465
1502748810.554836,208211,1.9578105211257935
1502748936.105945,208299,2.7436556816101074
1502748955.719308,208312,2.872293472290039
1502749400.558249,208624,3.016207218170166
1502749667.431591,208810,2.78959059715271
1502749714.502185,208844,3.030578136444092
1502750348.019008,209288,2.8940086364746094
1502750437.503639,209351,3.060140609741211
1502751150.088299,209853,3.103822708129883
1502751166.965844,209864,3.1253015995025635
1502751451.080231,210067,2.9389166831970215
1502751612.867073,210183,3.407665491104126
1502752008.436511,210463,3.247762441635132
1502752481.759036,210799,2.7454586029052734
1502752575.897951,210866,2.8709864616394043
1502752926.749747,211117,3.039900541305542
1502753354.02268,211419,3.1778106689453125
1502753571.405415,211572,2.6863701343536377
1502754795.70111,212432,3.1874444484710693
1502755565.617332,212975,3.263049602508545
1502755675.849766,213052,2.7880630493164062
1502756664.146334,213743,3.007532835006714
1502756976.268398,213961,3.0112342834472656
1502757027.602601,213996,2.8460335731506348
1502757731.424776,214486,2.889434814453125
1502757818.463657,214548,2.609658718109131
1502757898.345188,214603,3.0699338912963867
1502758765.134,215206,2.983516216278076
1502759656.859037,215829,2.9714019298553467
1502759757.285453,215899,3.0616705417633057
1502759798.248237,215928,3.0424022674560547
1502761154.669151,216872,3.3889269828796387
1502761811.344136,217328,3.40500807762146
1502761962.025239,217432,3.412323236465454
1502762171.128811,217577,3.0865063667297363
1502762408.92437,217743,3.0009636878967285
1502762916.332974,218096,2.9826714992523193
1502762949.919624,218119,3.318967819213867
1502763165.751228,218269,2.91019344329834
1502764422.202981,219148,3.333890914916992
1502764769.303732,219390,2.8634562492370605
1502764918.541779,219494,2.7919511795043945
1502765166.669442,219666,2.914471387863159
1502765268.805756,219737,2.9408962726593018
1502765691.257443,220032,2.5230250358581543
1502765846.655543,220141,3.344905138015747
1502766499.636517,220597,2.7323079109191895
1502766665.280806,220713,3.371516227722168
1502767287.882367,221146,3.0611648559570312
1502767380.051674,221209,2.94370174407959
1502767925.725491,221591,3.279313564300537
1502768259.326424,221824,2.9177770614624023
1502768396.746461,221920,2.9150617122650146
1502769564.318709,222735,3.5177500247955322
1502769753.682144,222866,2.933648109436035
1502770740.646658,223405,3.157809257507324
1502771271.635348,223568,2.697197437286377
1502772044.921267,223805,1.8767735958099365
1502772460.898756,223932,2.3989291191101074
1502774163.762172,224453,2.615464210510254
1502774727.664493,224627,2.815762519836426
1502775012.341251,224713,2.9289469718933105
1502775104.073107,224741,2.7924931049346924
1502776184.983701,225072,2.5671119689941406
1502784209.29617,224330,2.795790672302246
1502784531.599803,224428,2.768385648727417
1502784576.415554,224440,2.270914077758789
1502784909.087733,224538,3.2116377353668213
1502785430.225711,224678,2.8233354091644287
1502786064.751351,224852,2.611623764038086
1502788401.060914,225494,2.8339099884033203
1502788728.96026,225583,2.80830454826355
1502789632.339061,225825,2.5459046363830566
1502789828.816853,225879,3.084035634994507
1502790444.356957,226048,2.8967413902282715
1502790451.074888,226050,2.8731770515441895
1502791186.41348,226254,2.5443851947784424
1502792682.702487,226666,2.8701517581939697
1502792693.54183,226669,3.0302977561950684
1502793039.475601,226764,2.0189032554626465
1502794018.27453,227032,3.0813398361206055
1502794207.677973,227082,3.112330675125122
1502795241.827653,227373,2.7672557830810547
1502795800.021322,227527,2.5075602531433105
1502796259.869248,227656,2.6070666313171387
1502796315.97626,227672,3.0319273471832275
1502797003.285991,227864,2.8147008419036865
1502797566.653122,228020,2.8765006065368652
1502798701.857005,228326,2.9116368293762207
1502799175.077089,228454,1.8423117399215698
1502799881.158419,228648,2.823122024536133
1502800888.869805,228932,2.9677553176879883
1502801515.456865,229106,2.7540535926818848
1502803664.978726,229706,2.466892719268799
1502805268.500803,230143,2.800140619277954
1502805680.91744,230257,2.612776041030884
1502805748.304055,230275,2.6967432498931885
1502806646.010545,230518,2.7579593658447266
1502808325.878357,230975,3.436129331588745
1502810422.728595,231553,3.02608585357666
1502810429.948327,231555,2.7985644340515137
1502810482.533032,231568,2.3972885608673096
1502811039.588054,231715,2.5936686992645264
1502811673.092835,231892,3.3911218643188477
1502812148.976835,232020,2.9623470306396484
1502812351.0611,232075,2.823154926300049
1502812938.594233,232237,2.6022000312805176
1502813173.099237,232300,2.5940983295440674
1502814063.766867,232541,2.297891616821289
1502814728.661651,232722,2.8653042316436768
1502815764.919807,233000,2.663921356201172
1502816301.076589,233142,2.8448987007141113
1502816882.310961,233298,2.90226674079895
1502817226.669638,233392,2.797149419784546
1502818818.026677,233818,2.56195068359375
1502820516.781539,234270,2.4672718048095703
1502821965.859269,234667,3.005021095275879
1502822537.366559,234821,1.9506499767303467
1502823150.107413,234989,3.103421688079834
1502823672.060785,235130,2.9111502170562744
1502825008.935568,235490,3.157052993774414
1502825169.520353,235532,2.7707672119140625
1502827384.58301,236130,2.8718509674072266
1502828305.431719,236388,2.980133533477783
1502829450.340119,236698,2.7667603492736816
1502830060.983181,236880,2.693753719329834
1502830118.699509,236897,2.659712314605713
1502831979.939552,237421,2.602999448776245
1502832408.323171,237543,2.7541630268096924
1502833251.034562,237781,2.1469998359680176
1502834096.782329,238023,2.6686747074127197
1502834567.49517,238155,2.497988224029541
1502834643.207527,238177,2.7927167415618896
1502835793.281897,238496,1.9752216339111328
1502837655.751997,239007,2.6224491596221924
1502838446.686185,239223,2.8420443534851074
1502839889.149081,239614,2.1637463569641113
1502840246.812577,239712,2.6591243743896484
1502840491.661063,239779,2.1233482360839844
1502841848.207284,240147,3.0247650146484375
1502842851.218164,240410,2.1308534145355225
1502842903.397348,240424,2.9444432258605957
1502847739.05862,241654,2.834538459777832
1502848140.028851,241755,2.865593910217285
1502849244.328192,242035,2.874022960662842
1502852096.084106,242767,2.9000840187072754
1502852099.368363,242768,2.2695207595825195
1502852943.861499,242983,2.7163822650909424
1502856131.036893,243797,3.142559051513672
1502857450.597023,244133,2.3973548412323
1502857512.95658,244149,2.1403391361236572
1502861052.614371,237951,2.7945990562438965
1502861593.142351,238097,2.6231136322021484
1502863168.244961,238519,2.957629680633545
